customer_id,risk_segment,churn_probability,likely_drivers,recommended_action,retention_priority
3373-YZZYM,low,0.1600,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2057-ZBLPD,medium,0.5843,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
0228-MAUWC,low,0.1563,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5502-RLUYV,medium,0.5098,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
0023-HGHWL,high,0.7983,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
7663-YJHSN,low,0.0237,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4915-BFSXL,low,0.0208,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3086-RUCRN,low,0.2953,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5215-LNLDJ,low,0.3891,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7576-JMYWV,medium,0.5107,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
9039-RBEEE,low,0.1407,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0257-KXZGU,low,0.1063,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1307-ATKGB,medium,0.4546,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
8417-FMLZI,high,0.7038,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
3714-XPXBW,low,0.1461,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1850-AKQEP,low,0.0965,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2824-DXNKN,low,0.0101,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5227-JSCFE,low,0.0139,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0848-ZGQIJ,medium,0.5032,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
3621-CHYVB,low,0.0822,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8042-RNLKO,low,0.0311,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1792-UXAFY,medium,0.5379,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
5372-FBKBN,low,0.0665,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0420-TXVSG,low,0.0233,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6217-TOWGS,low,0.2397,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0515-YPMCW,high,0.7557,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
0378-XSZPU,low,0.0369,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1045-LTCYT,low,0.1071,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1544-JJMYL,low,0.0365,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4636-JGAAI,low,0.3153,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6874-SGLHU,low,0.2819,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5951-AOFIH,low,0.1519,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4729-XKASR,medium,0.5765,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
3059-NGMXB,low,0.1526,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8652-YHIYU,low,0.1612,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5278-PNYOX,low,0.0631,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5449-FIBXJ,medium,0.4745,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
3486-HOOGQ,low,0.0261,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5061-PBXFW,low,0.0823,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8630-FJLIB,medium,0.4590,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
3891-NLXJB,low,0.0245,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4749-OJKQU,medium,0.6521,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
0577-WHMEV,low,0.3201,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5453-AXEPF,medium,0.4385,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
3639-XJHKQ,low,0.2131,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3716-LRGXK,low,0.0644,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2263-SFSQZ,low,0.0129,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9950-MTGYX,low,0.0131,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3397-AVTKU,low,0.0879,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4825-FUREZ,low,0.0179,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9837-BMCLM,high,0.7241,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
2672-OJQZP,medium,0.5126,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
0137-UDEUO,low,0.1515,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3134-DSHVC,low,0.0400,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6161-UUUTA,high,0.7560,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
7821-DPRQE,medium,0.4306,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
6543-XRMYR,medium,0.6758,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
2001-EWBQU,low,0.1405,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4925-LMHOK,low,0.2342,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1608-GMEWB,low,0.3983,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6695-AMZUF,low,0.0243,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1455-UGQVH,high,0.8483,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
8410-BGQXN,low,0.0812,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8280-MQRQN,medium,0.5230,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
1619-YWUBB,low,0.0129,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7611-YKYTC,low,0.2542,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2037-SGXHH,medium,0.4034,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
3178-FESZO,high,0.8985,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
0365-GXEZS,low,0.2863,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0082-OQIQY,medium,0.4442,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
6087-MVHJH,medium,0.5124,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
4603-JANFB,high,0.8174,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
3018-TFTSU,low,0.3946,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3606-SBKRY,low,0.1165,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4806-KEXQR,high,0.7424,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
0667-NSRGI,low,0.0440,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7083-YNSKY,low,0.0984,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6893-ODYYE,low,0.0606,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8242-JSVBO,low,0.3303,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2479-BRAMR,low,0.3227,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9541-ZPSEA,low,0.0313,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2665-NPTGL,medium,0.4962,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
1139-WUOAH,low,0.0240,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4693-VWVBO,low,0.1331,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7434-SHXLS,low,0.3067,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6937-GCDGQ,low,0.1446,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0988-JRWWP,medium,0.5432,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
5075-JSDKI,low,0.0168,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7908-QCBCA,high,0.7780,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
8644-XYTSV,low,0.1601,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6711-FLDFB,medium,0.6379,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
3873-WOSBC,low,0.0131,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7465-ZZRVX,high,0.8097,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
7975-JMZNT,low,0.0254,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7251-XFOIL,low,0.1414,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4116-IQRFR,low,0.0520,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3714-JTVOV,low,0.3395,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8259-DZLIZ,low,0.0741,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0442-ZXKVS,low,0.2114,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7853-WNZSY,medium,0.4378,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
3120-FAZKD,low,0.0156,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8606-OEGQZ,low,0.0188,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0225-ZORZP,medium,0.6441,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
4702-IOQDC,high,0.8144,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
9489-JMTTN,low,0.0074,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0575-CUQOV,low,0.2104,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0967-BMLBD,low,0.0449,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6178-KFNHS,medium,0.6079,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
2830-LEWOA,low,0.1446,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5006-MXVRN,low,0.0152,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1264-BYWMS,medium,0.4788,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
9658-WYUFB,medium,0.5428,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
8327-WKMIE,low,0.0326,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6917-FIJHC,low,0.0052,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5329-KRDTM,low,0.0124,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7797-EJMDP,low,0.1539,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3530-VWVGU,low,0.0748,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2013-SGDXK,high,0.8017,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
6368-NWMCE,low,0.1552,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3633-CDBUW,low,0.0823,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0707-HOVVN,low,0.0387,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8580-QVLOC,low,0.0102,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3956-MGXOG,medium,0.4497,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
9274-UARKJ,medium,0.5833,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
4077-HWUYD,low,0.0079,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2012-NWRPA,high,0.8260,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
8808-ELEHO,medium,0.6957,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
0103-CSITQ,low,0.2482,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3506-LCJDC,low,0.2863,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8671-KKKOS,low,0.1797,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7305-ZWMAJ,low,0.0269,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9518-XXBXE,medium,0.5010,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
3934-HXCFZ,medium,0.6329,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
6578-KRMAW,low,0.2801,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4860-IJUDE,medium,0.4271,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
7666-WKRON,low,0.0616,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9688-YGXVR,low,0.2400,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0423-UDIJQ,low,0.3273,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1945-XISKS,low,0.0092,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4910-AQFFX,medium,0.6080,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
2154-KVJFF,medium,0.6587,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
5360-LJCNJ,low,0.1197,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2607-FBDFF,medium,0.4491,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
9647-ERGBE,medium,0.6119,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
3428-XZMAZ,high,0.8281,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
1100-DDVRV,low,0.2388,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0378-TOVMS,medium,0.5800,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
4355-HBJHH,low,0.0491,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6728-WYQBC,low,0.2931,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9058-CBREO,medium,0.6461,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
9029-FEGVJ,low,0.3011,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7216-KAOID,low,0.0304,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0318-QUUOB,high,0.8540,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
6145-NNPNO,medium,0.5144,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
5520-FVEWJ,medium,0.6125,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
5339-TJFEK,medium,0.4267,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
5572-ZDXHY,medium,0.4734,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
2074-GUHPQ,low,0.3688,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4625-XMOYM,low,0.0058,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5827-MWCZK,low,0.2531,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1385-TQOZW,low,0.1054,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5914-XRFQB,low,0.0249,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4329-YPDDQ,low,0.3960,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4804-NCPET,low,0.0151,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3750-CKVKH,medium,0.6448,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
5944-UGLLK,low,0.0593,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8063-GBATB,medium,0.5610,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
7787-BNTZM,low,0.1107,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2252-ISRNH,low,0.2823,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9415-TPKRV,low,0.3132,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5322-TEUJK,low,0.0452,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4547-KQRTM,medium,0.6605,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
4877-EVATK,low,0.3424,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1866-DIOQZ,low,0.0243,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8375-KVTHK,low,0.2883,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2697-NQBPF,medium,0.5323,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
3709-OIJEA,low,0.1134,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7639-SUPCW,low,0.2791,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1386-ZIKUV,low,0.0618,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0599-XNYDO,low,0.3505,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6377-WHAOX,medium,0.4334,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
6855-VLGOS,low,0.0097,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8999-XXGNS,low,0.1147,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8746-OQQRW,low,0.1244,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3181-MIZBN,low,0.1020,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0471-ARVMX,low,0.2502,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7766-CLTIC,low,0.2616,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5650-YLIBA,medium,0.5031,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
0825-CPPQH,low,0.0046,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9084-OAYKL,low,0.0123,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6122-LJADA,low,0.0244,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2400-XIWIO,low,0.0211,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7524-VRLPL,low,0.0256,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1069-XAIEM,high,0.8858,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
7569-NMZYQ,low,0.0262,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5201-USSQZ,low,0.2292,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2105-PHWON,low,0.2731,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1494-EJZDW,low,0.0187,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4884-TVUQF,low,0.0692,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8003-EWNDZ,low,0.1521,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1897-RCFUM,low,0.0401,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9256-JTBNZ,low,0.0951,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4658-HCOHW,medium,0.6744,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
2211-RMNHO,low,0.0279,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2432-TFSMK,low,0.1736,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3440-JPSCL,high,0.7600,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
4929-ROART,low,0.1652,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1834-ABKHQ,low,0.0957,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1741-WTPON,low,0.0967,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3932-IJWDZ,low,0.3956,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1240-HCBOH,low,0.0117,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3594-KADLU,low,0.2617,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8065-BVEPF,low,0.3318,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3796-ENZGF,low,0.0215,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1734-ZMNTZ,low,0.0187,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2853-CWQFQ,medium,0.5683,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
0813-TAXXS,low,0.0361,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2519-TWKFS,low,0.0949,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2889-FPWRM,low,0.0732,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0626-QXNGV,low,0.0053,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6723-CEGQI,low,0.0316,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6987-XQSJT,medium,0.4911,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
4732-RRJZC,low,0.0949,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9499-XPZXM,low,0.0072,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4338-EYCER,low,0.1938,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3007-FDPEA,low,0.1833,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6350-XFYGW,high,0.7294,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
4290-BSXUX,medium,0.6317,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
8513-OLYGY,low,0.0235,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0311-QYWSS,medium,0.4103,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
8705-DWKTI,low,0.2638,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8755-IWJHN,low,0.2617,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0325-XBFAC,high,0.7181,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
4480-QQRHC,medium,0.5517,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
0929-PECLO,low,0.1997,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3680-CTHUH,low,0.1364,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1202-KKGFU,low,0.1530,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6112-KTHFQ,low,0.0441,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1852-XEMDW,low,0.1160,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2462-XIIJB,high,0.7085,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
4760-XOHVN,low,0.3027,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1820-DJFPH,low,0.0057,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9426-SXNHE,low,0.0836,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9068-FHQHD,low,0.0176,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1269-FOYWN,low,0.0303,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9470-YFUYI,low,0.0399,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7817-BOQPW,medium,0.6584,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
7402-EYFXX,medium,0.5973,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
